CodPro,SGE,status_A1,km_A1,n_vias_A1,ids_vias_A1,status_A2,km_A2,n_vias_A2,ids_vias_A2
OAE309,30001.0,encontrada,8.6734,1,BR-222,encontrada,8.6734,1,BR-222
OAE310,30002.0,encontrada,55.1376,13,BR-222;Rua Porfirio de Araujo;CE-341;OSM-primary_link;CE-341;BR-222;CE-085;CE-423;Rua Eretides Martins;Avenida Coronel Neco Martins,encontrada,55.1376,13,BR-222;Rua Porfirio de Araujo;CE-341;OSM-primary_link;CE-341;BR-222;CE-085;CE-423;Rua Eretides Martins;Avenida Coronel Neco Martins
OAE311,30003.0,encontrada,55.1352,13,BR-222;Rua Porfirio de Araujo;CE-341;OSM-primary_link;CE-341;BR-222;CE-085;CE-423;Rua Eretides Martins;Avenida Coronel Neco Martins,encontrada,55.1352,13,BR-222;Rua Porfirio de Araujo;CE-341;OSM-primary_link;CE-341;BR-222;CE-085;CE-423;Rua Eretides Martins;Avenida Coronel Neco Martins
OAE312,30004.0,encontrada,1.5193,3,CE-163;BR-222,encontrada,1.561,3,CE-163;BR-222
OAE313,30005.0,encontrada,19.6682,4,BR-020;OSM-tertiary;CE-187,encontrada,19.6682,4,BR-020;OSM-tertiary;CE-187
OAE314,30006.0,encontrada,2.714,7,BR-020;Avenida Coronel Vicente Alexandrino de Sousa;Avenida Monsenhor Juviniano Barreto;Rua Coronel Lourenço Feitosa;Rua Monsenhor Odorico de Andrade;Rua Júlio Gonçalves da Silva,encontrada,2.714,7,BR-020;Avenida Coronel Vicente Alexandrino de Sousa;Avenida Monsenhor Juviniano Barreto;Rua Coronel Lourenço Feitosa;Rua Monsenhor Odorico de Andrade;Rua Júlio Gonçalves da Silva
OAE315,30007.0,encontrada,170.2733,6,BR-020;CE-363;CE-168;OSM-tertiary;CE-587,encontrada,242.7435,13,BR-020;CE-363;CE-363;CE-168;OSM-tertiary;CE-060;CE-363;CE-060;BR-226;BR-226;CE-168;Rodovia Presidente Juscelino Kubitschek
OAE316,30008.0,encontrada,170.3238,6,BR-020;CE-363;CE-168;OSM-tertiary;CE-587,encontrada,242.7939,13,BR-020;CE-363;CE-363;CE-168;OSM-tertiary;CE-060;CE-363;CE-060;BR-226;BR-226;CE-168;Rodovia Presidente Juscelino Kubitschek
OAE317,30009.0,encontrada,170.3158,6,BR-020;CE-587;OSM-tertiary;CE-168;CE-363,encontrada,242.786,13,BR-020;Rodovia Presidente Juscelino Kubitschek;BR-226;BR-226;CE-168;CE-060;CE-060;CE-363;CE-363;OSM-tertiary;CE-363;CE-168
OAE318,30010.0,encontrada,170.3167,6,BR-020;CE-363;CE-168;OSM-tertiary;CE-587,encontrada,242.7869,13,BR-020;CE-363;CE-363;CE-168;OSM-tertiary;CE-060;CE-363;CE-060;BR-226;BR-226;CE-168;Rodovia Presidente Juscelino Kubitschek
OAE319,30011.0,encontrada,170.3253,6,BR-020;CE-363;CE-168;OSM-tertiary;CE-587,encontrada,242.7954,13,BR-020;CE-363;CE-363;CE-168;OSM-tertiary;CE-060;CE-363;CE-060;BR-226;BR-226;CE-168;Rodovia Presidente Juscelino Kubitschek
OAE320,30012.0,encontrada,170.3228,6,BR-020;CE-363;CE-168;OSM-tertiary;CE-587,encontrada,242.793,13,BR-020;CE-363;CE-363;CE-168;OSM-tertiary;CE-060;CE-363;CE-060;BR-226;BR-226;CE-168;Rodovia Presidente Juscelino Kubitschek
OAE321,30013.0,encontrada,125.569,10,BR-020;BR-226;Rodovia Presidente Juscelino Kubitschek;CE-168;Rua Balbina Vieira Almeida;CE-266;Rua Antônio Domingues;Rua Antônio Rocha Bezerra,encontrada,125.569,10,BR-020;BR-226;Rodovia Presidente Juscelino Kubitschek;CE-168;Rua Balbina Vieira Almeida;CE-266;Rua Antônio Domingues;Rua Antônio Rocha Bezerra
OAE322,30014.0,encontrada,125.6392,10,BR-020;BR-226;Rodovia Presidente Juscelino Kubitschek;CE-168;Rua Balbina Vieira Almeida;CE-266;Rua Antônio Domingues;Rua Antônio Rocha Bezerra,encontrada,125.6392,10,BR-020;BR-226;Rodovia Presidente Juscelino Kubitschek;CE-168;Rua Balbina Vieira Almeida;CE-266;Rua Antônio Domingues;Rua Antônio Rocha Bezerra
OAE323,30015.0,encontrada,125.634,10,BR-020;Rua Antônio Rocha Bezerra;Rua Antônio Domingues;CE-266;Rua Balbina Vieira Almeida;CE-168;BR-226;Rodovia Presidente Juscelino Kubitschek,encontrada,125.634,10,BR-020;Rua Antônio Rocha Bezerra;Rua Antônio Domingues;CE-266;Rua Balbina Vieira Almeida;CE-168;BR-226;Rodovia Presidente Juscelino Kubitschek
OAE324,30016.0,encontrada,125.6002,10,BR-020;BR-226;Rodovia Presidente Juscelino Kubitschek;CE-168;Rua Balbina Vieira Almeida;CE-266;Rua Antônio Domingues;Rua Antônio Rocha Bezerra,encontrada,125.6002,10,BR-020;BR-226;Rodovia Presidente Juscelino Kubitschek;CE-168;Rua Balbina Vieira Almeida;CE-266;Rua Antônio Domingues;Rua Antônio Rocha Bezerra
OAE325,30017.0,encontrada,2.3801,5,BR-020;Rua Antônio Rocha Bezerra;Rua Antônio Domingues;CE-266,encontrada,2.3801,5,BR-020;Rua Antônio Rocha Bezerra;Rua Antônio Domingues;CE-266
OAE326,30018.0,encontrada,9.167,5,BR-020;Avenida Antônio Costa Vieira;Rua Antônio Severo de Pinho;OSM-tertiary,encontrada,218.3756,14,BR-020;CE-265;CE-166;CE-060;OSM-tertiary;BR-226;BR-226;CE-168;CE-168;Rua Balbina Vieira Almeida;CE-266;Rua Agronomando Rangel;Rua Vinte e Um de Novembro;Rua Vinte Seis de Junho
OAE327,30019.0,encontrada,4.9809,8,BR-020;Avenida Raimundo Alconforado;Rua João Pinto Damasceno;Avenida Doutor Aramis Paiva;Avenida São Francisco;CE-257;OSM-trunk_link,encontrada,4.9809,8,BR-020;Avenida Raimundo Alconforado;Rua João Pinto Damasceno;Avenida Doutor Aramis Paiva;Avenida São Francisco;CE-257;OSM-trunk_link
OAE328,30020.0,encontrada,143.1682,11,BR-020;CE-257;CE-065;CE-065;CE-356;CE-356;Rua Joaquim Alves Nogueira;OSM-tertiary;CE-253;Avenida Coronel José Cícero Sampaio,encontrada,143.1682,11,BR-020;CE-257;CE-065;CE-065;CE-356;CE-356;Rua Joaquim Alves Nogueira;OSM-tertiary;CE-253;Avenida Coronel José Cícero Sampaio
OAE329,30021.0,encontrada,143.2094,11,BR-020;Avenida Coronel José Cícero Sampaio;CE-253;CE-356;OSM-tertiary;Rua Joaquim Alves Nogueira;CE-065;CE-356;CE-065;CE-257,encontrada,143.2094,11,BR-020;Avenida Coronel José Cícero Sampaio;CE-253;CE-356;OSM-tertiary;Rua Joaquim Alves Nogueira;CE-065;CE-356;CE-065;CE-257
OAE330,30022.0,encontrada,108.8464,9,BR-020;BR Velha;CE-253;CE-065;Rua Padre Quiliano;CE-155;CE-354,encontrada,108.8464,9,BR-020;BR Velha;CE-253;CE-065;Rua Padre Quiliano;CE-155;CE-354
OAE331,30023.0,encontrada,86.9483,9,BR-020;CE-354;CE-455;CE-065;OSM-tertiary;Estrada do Corrente - Ipu - Tucunduba;OSM-trunk_link,encontrada,110.4791,15,BR-020;CE-354;CE-455;CE-065;Avenida Doutor Stênio Gomes;Rua Chico Anísio;Rua Capitão Jeová Colares;Rua Doutor Argeu Braga Herbster;OSM-trunk_link
OAE332,30024.0,encontrada,86.9014,9,BR-020;CE-354;CE-455;CE-065;OSM-tertiary;Estrada do Corrente - Ipu - Tucunduba;OSM-trunk_link,encontrada,110.4322,15,BR-020;CE-354;CE-455;CE-065;Avenida Doutor Stênio Gomes;Rua Chico Anísio;Rua Capitão Jeová Colares;Rua Doutor Argeu Braga Herbster;OSM-trunk_link
OAE333,30025.0,encontrada,86.9479,9,BR-020;CE-354;CE-455;CE-065;OSM-tertiary;Estrada do Corrente - Ipu - Tucunduba;OSM-trunk_link,encontrada,110.4787,15,BR-020;CE-354;CE-455;CE-065;Avenida Doutor Stênio Gomes;Rua Chico Anísio;Rua Capitão Jeová Colares;Rua Doutor Argeu Braga Herbster;OSM-trunk_link
OAE334,30026.0,encontrada,24.1986,8,BR-020;OSM-trunk_link;Rodovia Raimundo Pessoa de Araújo;CE-251;Estrada para Caraussanga,encontrada,110.447,15,BR-020;OSM-trunk_link;CE-065;Rua Doutor Argeu Braga Herbster;Rua Capitão Jeová Colares;Rua Chico Anísio;Avenida Doutor Stênio Gomes;CE-455;CE-354
OAE335,30027.0,encontrada,86.957,9,BR-020;CE-354;CE-455;CE-065;OSM-tertiary;Estrada do Corrente - Ipu - Tucunduba;OSM-trunk_link,encontrada,110.4877,15,BR-020;CE-354;CE-455;CE-065;Avenida Doutor Stênio Gomes;Rua Chico Anísio;Rua Capitão Jeová Colares;Rua Doutor Argeu Braga Herbster;OSM-trunk_link
OAE336,30028.0,encontrada,268.3495,12,BR-020;PI-378;PI-142;Rua Major Vitalino Bezerra;OSM-tertiary;CE-187;BR-020;CE-277;CE-277,grafo_desconexo,0.0,0,
OAE337,30029.0,encontrada,70.1596,6,BR-020;BR-020;CE-277;CE-277;Estrada Santa Rita;CE-279,encontrada,70.1596,6,BR-020;BR-020;CE-277;CE-277;Estrada Santa Rita;CE-279
OAE338,30030.0,encontrada,70.183,6,BR-020;CE-279;Estrada Santa Rita;CE-277;BR-020;CE-277,encontrada,70.183,6,BR-020;CE-279;Estrada Santa Rita;CE-277;BR-020;CE-277
OAE339,30031.0,encontrada,19.7065,4,BR-020;OSM-tertiary;CE-187,encontrada,19.7065,4,BR-020;OSM-tertiary;CE-187
OAE340,30032.0,encontrada,170.326,6,BR-020;CE-363;CE-168;OSM-tertiary;CE-587,encontrada,242.7962,13,BR-020;CE-363;CE-363;CE-168;OSM-tertiary;CE-060;CE-363;CE-060;BR-226;BR-226;CE-168;Rodovia Presidente Juscelino Kubitschek
OAE341,30033.0,encontrada,170.3167,6,BR-020;CE-363;CE-168;OSM-tertiary;CE-587,encontrada,242.7869,13,BR-020;CE-363;CE-363;CE-168;OSM-tertiary;CE-060;CE-363;CE-060;BR-226;BR-226;CE-168;Rodovia Presidente Juscelino Kubitschek
OAE342,30034.0,encontrada,125.5995,10,BR-020;Rua Antônio Rocha Bezerra;Rua Antônio Domingues;CE-266;Rua Balbina Vieira Almeida;CE-168;BR-226;Rodovia Presidente Juscelino Kubitschek,encontrada,125.5995,10,BR-020;Rua Antônio Rocha Bezerra;Rua Antônio Domingues;CE-266;Rua Balbina Vieira Almeida;CE-168;BR-226;Rodovia Presidente Juscelino Kubitschek
OAE343,30035.0,encontrada,104.1861,10,BR-020;CE-266;OSM-tertiary;Estrada para Boa Viagem;Rua Luiz Vieira de Sousa;Rua José Vieira Neto;Rua Belarmino Matos Carneiro,encontrada,104.1861,10,BR-020;CE-266;OSM-tertiary;Estrada para Boa Viagem;Rua Luiz Vieira de Sousa;Rua José Vieira Neto;Rua Belarmino Matos Carneiro
OAE344,30036.0,encontrada,104.3267,10,BR-020;CE-266;OSM-tertiary;Estrada para Boa Viagem;Rua Luiz Vieira de Sousa;Rua José Vieira Neto;Rua Belarmino Matos Carneiro,encontrada,104.3267,10,BR-020;CE-266;OSM-tertiary;Estrada para Boa Viagem;Rua Luiz Vieira de Sousa;Rua José Vieira Neto;Rua Belarmino Matos Carneiro
OAE345,30037.0,encontrada,218.5973,14,BR-020;Rua Vinte Seis de Junho;Rua Vinte e Um de Novembro;Rua Agronomando Rangel;CE-266;Rua Balbina Vieira Almeida;CE-168;BR-226;CE-168;BR-226;OSM-tertiary;CE-060;CE-166;CE-265,encontrada,218.5973,14,BR-020;Rua Vinte Seis de Junho;Rua Vinte e Um de Novembro;Rua Agronomando Rangel;CE-266;Rua Balbina Vieira Almeida;CE-168;BR-226;CE-168;BR-226;OSM-tertiary;CE-060;CE-166;CE-265
OAE346,30038.0,encontrada,218.5161,14,BR-020;CE-265;CE-166;CE-060;OSM-tertiary;BR-226;BR-226;CE-168;CE-168;Rua Balbina Vieira Almeida;CE-266;Rua Agronomando Rangel;Rua Vinte e Um de Novembro;Rua Vinte Seis de Junho,encontrada,218.5161,14,BR-020;CE-265;CE-166;CE-060;OSM-tertiary;BR-226;BR-226;CE-168;CE-168;Rua Balbina Vieira Almeida;CE-266;Rua Agronomando Rangel;Rua Vinte e Um de Novembro;Rua Vinte Seis de Junho
OAE347,30039.0,encontrada,74.8758,10,BR-020;CE-265;CE-166;OSM-tertiary;Rua Manoel Germano Filho;Estrada para União;Rua José Araújo Sousa,encontrada,74.8758,10,BR-020;CE-265;CE-166;OSM-tertiary;Rua Manoel Germano Filho;Estrada para União;Rua José Araújo Sousa
OAE348,30040.0,encontrada,121.6511,9,BR-020;Rua José Araújo Sousa;Estrada para União;Rua Manoel Germano Filho;OSM-tertiary;CE-456,encontrada,121.6511,9,BR-020;Rua José Araújo Sousa;Estrada para União;Rua Manoel Germano Filho;OSM-tertiary;CE-456
OAE349,30041.0,encontrada,143.1195,11,BR-020;Avenida Coronel José Cícero Sampaio;CE-253;CE-356;OSM-tertiary;Rua Joaquim Alves Nogueira;CE-065;CE-356;CE-065;CE-257,encontrada,143.1195,11,BR-020;Avenida Coronel José Cícero Sampaio;CE-253;CE-356;OSM-tertiary;Rua Joaquim Alves Nogueira;CE-065;CE-356;CE-065;CE-257
OAE350,30042.0,encontrada,143.2077,11,BR-020;Avenida Coronel José Cícero Sampaio;CE-253;CE-356;OSM-tertiary;Rua Joaquim Alves Nogueira;CE-065;CE-356;CE-065;CE-257,encontrada,143.2077,11,BR-020;Avenida Coronel José Cícero Sampaio;CE-253;CE-356;OSM-tertiary;Rua Joaquim Alves Nogueira;CE-065;CE-356;CE-065;CE-257
OAE351,30043.0,encontrada,3.1255,6,BR-020;OSM-tertiary;BR Velha;Avenida Coronel José Cícero Sampaio;Avenida Doutor Luis Cícero Sampaio,encontrada,3.1255,6,BR-020;OSM-tertiary;BR Velha;Avenida Coronel José Cícero Sampaio;Avenida Doutor Luis Cícero Sampaio
OAE352,30044.0,encontrada,86.9367,9,BR-020;OSM-trunk_link;OSM-tertiary;Estrada do Corrente - Ipu - Tucunduba;CE-065;CE-455;CE-354,encontrada,110.4674,15,BR-020;OSM-trunk_link;CE-065;Rua Doutor Argeu Braga Herbster;Rua Capitão Jeová Colares;Rua Chico Anísio;Avenida Doutor Stênio Gomes;CE-455;CE-354
OAE353,30045.0,encontrada,92.5229,6,Avenida Tabelião Joaquim José Rodrigues;Rua Raimundo Nonato de Loiola;CE-362;CE-176;BR-222,encontrada,92.5229,6,Avenida Tabelião Joaquim José Rodrigues;Rua Raimundo Nonato de Loiola;CE-362;CE-176;BR-222
OAE354,30046.0,encontrada,41.8094,7,BR-222;BR-403;BR-403;CE-183;BR-222;CE-183;CE-417;Avenida Senador José Ermírio de Moraes,encontrada,41.8094,7,BR-222;BR-403;BR-403;CE-183;BR-222;CE-183;CE-417;Avenida Senador José Ermírio de Moraes
OAE355,30047.0,encontrada,41.8463,7,BR-222;BR-403;Avenida Senador José Ermírio de Moraes;CE-417;CE-183;BR-222;BR-403;CE-183,encontrada,41.8463,7,BR-222;BR-403;Avenida Senador José Ermírio de Moraes;CE-417;CE-183;BR-222;BR-403;CE-183
OAE356,30048.0,encontrada,61.4642,9,BR-222;OSM-trunk_link;BR-222;BR-403;CE-179;CE-253;OSM-tertiary;CE-362,encontrada,121.6079,18,BR-222;OSM-trunk_link;BR-222;BR-403;Avenida Senador Fernandes Távora;Avenida Maria da Conceição Pontes de Azevedo;Estrada das Marrecas;Avenida Prefeito José Euclides Ferreira Gomes Júnior;CE-417;BR-403;CE-178;CE-240;CE-176;OSM-tertiary;Avenida Linha Francisco Marques;Rodovia Doutor José Euclides Ferreira Gomes Júnior
OAE357,30049.0,encontrada,41.8471,7,BR-222;CE-183;CE-417;Avenida Senador José Ermírio de Moraes;BR-222;BR-403;BR-403;CE-183,encontrada,41.8471,7,BR-222;CE-183;CE-417;Avenida Senador José Ermírio de Moraes;BR-222;BR-403;BR-403;CE-183
OAE358,30050.0,encontrada,75.8668,5,BR-222;CE-321;CE-253;BR-403;CE-183,encontrada,75.8668,5,BR-222;CE-321;CE-253;BR-403;CE-183
OAE359,30051.0,encontrada,88.0609,15,BR-222;CE-321;CE-253;CE-321;CE-253;Avenida Manoel Silvino;OSM-tertiary;Travessa Padre Moacir Melo;Rua Domingos Ferreira;Rua Sebastião de Almeida;CE-581;Rua Capitão Joaquim Francisco;OSM-secondary,encontrada,108.9281,7,BR-222;CE-321;CE-364;CE-240;CE-313
OAE360,30052.0,encontrada,88.0367,15,BR-222;OSM-secondary;Rua Capitão Joaquim Francisco;CE-581;Rua Sebastião de Almeida;Rua Domingos Ferreira;Travessa Padre Moacir Melo;OSM-tertiary;CE-253;Avenida Manoel Silvino;CE-321;CE-253;CE-321,encontrada,108.9039,7,BR-222;CE-313;CE-240;CE-364;CE-321
OAE361,30053.0,encontrada,88.0535,15,BR-222;OSM-secondary;Rua Capitão Joaquim Francisco;CE-581;Rua Sebastião de Almeida;Rua Domingos Ferreira;Travessa Padre Moacir Melo;OSM-tertiary;CE-253;Avenida Manoel Silvino;CE-321;CE-253;CE-321,encontrada,108.9207,7,BR-222;CE-313;CE-240;CE-364;CE-321
OAE362,30054.0,encontrada,88.1024,15,BR-222;OSM-secondary;Rua Capitão Joaquim Francisco;CE-581;Rua Sebastião de Almeida;Rua Domingos Ferreira;Travessa Padre Moacir Melo;OSM-tertiary;CE-253;Avenida Manoel Silvino;CE-321;CE-253;CE-321,encontrada,108.9696,7,BR-222;CE-313;CE-240;CE-364;CE-321
OAE363,30055.0,encontrada,88.0585,15,BR-222;OSM-secondary;Rua Capitão Joaquim Francisco;CE-581;Rua Sebastião de Almeida;Rua Domingos Ferreira;Travessa Padre Moacir Melo;OSM-tertiary;CE-253;Avenida Manoel Silvino;CE-321;CE-253;CE-321,encontrada,108.9257,7,BR-222;CE-313;CE-240;CE-364;CE-321
OAE364,30056.0,encontrada,2.9432,5,BR-222;OSM-secondary;Rua Capitão Joaquim Francisco;CE-581,encontrada,2.9432,5,BR-222;OSM-secondary;Rua Capitão Joaquim Francisco;CE-581
OAE365,30057.0,encontrada,88.0851,15,BR-222;OSM-secondary;Rua Capitão Joaquim Francisco;CE-581;Rua Sebastião de Almeida;Rua Domingos Ferreira;Travessa Padre Moacir Melo;OSM-tertiary;CE-253;Avenida Manoel Silvino;CE-321;CE-253;CE-321,encontrada,108.9523,7,BR-222;CE-313;CE-240;CE-364;CE-321
OAE366,30058.0,encontrada,3.0298,4,BR-222;CE-581;Rua Capitão Joaquim Francisco;OSM-secondary,encontrada,3.0298,4,BR-222;CE-581;Rua Capitão Joaquim Francisco;OSM-secondary
OAE367,30059.0,encontrada,88.626,12,BR-222;CE-581;Rua Sebastião de Almeida;Rua Domingos Ferreira;Travessa Padre Moacir Melo;OSM-tertiary;CE-253;CE-187;OSM-primary_link;Avenida Prefeito Jacques Nunes,encontrada,108.9261,7,BR-222;CE-321;CE-364;CE-240;CE-313
OAE368,30060.0,encontrada,88.6563,12,BR-222;CE-581;Rua Sebastião de Almeida;Rua Domingos Ferreira;Travessa Padre Moacir Melo;OSM-tertiary;CE-253;CE-187;OSM-primary_link;Avenida Prefeito Jacques Nunes,encontrada,108.9565,7,BR-222;CE-321;CE-364;CE-240;CE-313
OAE369,30061.0,encontrada,61.4713,9,BR-222;OSM-trunk_link;BR-222;BR-403;CE-179;CE-253;OSM-tertiary;CE-362,encontrada,121.615,18,BR-222;OSM-trunk_link;BR-222;BR-403;Avenida Senador Fernandes Távora;Avenida Maria da Conceição Pontes de Azevedo;Estrada das Marrecas;Avenida Prefeito José Euclides Ferreira Gomes Júnior;CE-417;BR-403;CE-178;CE-240;CE-176;OSM-tertiary;Avenida Linha Francisco Marques;Rodovia Doutor José Euclides Ferreira Gomes Júnior
OAE370,30062.0,encontrada,88.6252,12,BR-222;Avenida Prefeito Jacques Nunes;CE-187;OSM-primary_link;CE-253;OSM-tertiary;Travessa Padre Moacir Melo;Rua Domingos Ferreira;Rua Sebastião de Almeida;CE-581,encontrada,108.9254,7,BR-222;CE-313;CE-240;CE-364;CE-321
OAE371,30063.0,encontrada,88.6227,12,BR-222;Avenida Prefeito Jacques Nunes;CE-187;OSM-primary_link;CE-253;OSM-tertiary;Travessa Padre Moacir Melo;Rua Domingos Ferreira;Rua Sebastião de Almeida;CE-581,encontrada,108.9229,7,BR-222;CE-313;CE-240;CE-364;CE-321
OAE372,30064.0,encontrada,88.6198,12,BR-222;CE-581;Rua Sebastião de Almeida;Rua Domingos Ferreira;Travessa Padre Moacir Melo;OSM-tertiary;CE-253;CE-187;OSM-primary_link;Avenida Prefeito Jacques Nunes,encontrada,108.92,7,BR-222;CE-321;CE-364;CE-240;CE-313
OAE373,30065.0,encontrada,0.0932,1,BR-222,encontrada,0.0932,1,BR-222
OAE374,30066.0,encontrada,1.8078,5,Avenida Prefeito Jacques Nunes;Rua Francisco Teles;Avenida Moisés Moita;CE-418;BR-222,encontrada,1.8078,5,Avenida Prefeito Jacques Nunes;Rua Francisco Teles;Avenida Moisés Moita;CE-418;BR-222
OAE375,30067.0,encontrada,8.7602,5,BR-222;CE-187;BR-222;OSM-trunk;CE-187,encontrada,8.7602,5,BR-222;CE-187;BR-222;OSM-trunk;CE-187
OAE376,30068.0,encontrada,8.7523,5,CE-187;BR-222;OSM-trunk;BR-222;CE-187,encontrada,8.7523,5,CE-187;BR-222;OSM-trunk;BR-222;CE-187
OAE377,30069.0,encontrada,8.6727,3,BR-222;CE-187;OSM-trunk,encontrada,8.6727,3,BR-222;CE-187;OSM-trunk
OAE378,30070.0,encontrada,8.672,3,BR-222;CE-187;OSM-trunk,encontrada,8.672,3,BR-222;CE-187;OSM-trunk
OAE379,30071.0,encontrada,8.6674,3,BR-222;CE-187;OSM-trunk,encontrada,8.6674,3,BR-222;CE-187;OSM-trunk
OAE380,30072.0,encontrada,8.6854,3,BR-222;CE-187;OSM-trunk,encontrada,8.6854,3,BR-222;CE-187;OSM-trunk
OAE381,30073.0,encontrada,39.9028,8,BR-222;CE-348;Estrada da Área da Petrobrás;OSM-tertiary;OSM-trunk_link;CE-085;CE-156,encontrada,39.9028,8,BR-222;CE-348;Estrada da Área da Petrobrás;OSM-tertiary;OSM-trunk_link;CE-085;CE-156
OAE382,30074.0,encontrada,31.5535,10,BR-222;CE-423;Avenida Coronel Neco Martins;Rua Eretildes Martins;Avenida Paulo Costa;CE-085;OSM-tertiary;CE-156;BR-222;CE-156,encontrada,31.5535,10,BR-222;CE-423;Avenida Coronel Neco Martins;Rua Eretildes Martins;Avenida Paulo Costa;CE-085;OSM-tertiary;CE-156;BR-222;CE-156
OAE383,30075.0,encontrada,51.6731,11,BR-402;CE-240;BR-402;CE-354;Rua Antônio Manoel Alves;Rua Joaquim Rodrigues Teixeira de Menezes;OSM-tertiary;Rua Principal;Rua do Salão;CE-173;CE-240,encontrada,51.6731,11,BR-402;CE-240;BR-402;CE-354;Rua Antônio Manoel Alves;Rua Joaquim Rodrigues Teixeira de Menezes;OSM-tertiary;Rua Principal;Rua do Salão;CE-173;CE-240
OAE384,30076.0,encontrada,18.8986,4,BR-402;CE-354;CE-354;OSM-tertiary,encontrada,18.8986,4,BR-402;CE-354;CE-354;OSM-tertiary
OAE385,30077.0,encontrada,10.0192,3,BR-402;CE-354;OSM-tertiary;OSM-secondary,encontrada,10.0192,3,BR-402;CE-354;OSM-tertiary;OSM-secondary
OAE386,30078.0,encontrada,30.1661,12,BR-402;CE-354;OSM-secondary;CE-354;URB-010;Avenida Artur Rodrigues Vasconcelos;Rua Marcolino Evangelista;Rua João Galdino Vasconcelos;Rua Coronel João Antônio;CE-139;URB-030;CE-333,encontrada,30.1661,12,BR-402;CE-354;OSM-secondary;CE-354;URB-010;Avenida Artur Rodrigues Vasconcelos;Rua Marcolino Evangelista;Rua João Galdino Vasconcelos;Rua Coronel João Antônio;CE-139;URB-030;CE-333
OAE387,30079.0,encontrada,30.1662,12,BR-402;CE-354;CE-333;CE-139;URB-030;Rua Coronel João Antônio;Rua João Galdino Vasconcelos;Rua Marcolino Evangelista;Avenida Artur Rodrigues Vasconcelos;CE-354;URB-010;OSM-secondary,encontrada,30.1662,12,BR-402;CE-354;CE-333;CE-139;URB-030;Rua Coronel João Antônio;Rua João Galdino Vasconcelos;Rua Marcolino Evangelista;Avenida Artur Rodrigues Vasconcelos;CE-354;URB-010;OSM-secondary
OAE388,30080.0,encontrada,11.9032,7,BR-402;CE-354;Rua Antônio Pires;CE-333;OSM-tertiary;URB-253;Estrada para o Tururu,encontrada,11.9032,7,BR-402;CE-354;Rua Antônio Pires;CE-333;OSM-tertiary;URB-253;Estrada para o Tururu
OAE389,30081.0,encontrada,30.0915,14,BR-402;CE-243;CE-354;OSM-tertiary;CE-354;Rua Walter Moraes;Rua Francisco Gomes dos Santos;Rua José Alexandre;Rua Felisbela Caetano;BR-222;CE-235,encontrada,57.2779,13,BR-402;CE-243;CE-354;CE-243;URB-040;CE-243;Rua Farmacêutico José Rodrigues;CE-243;URB-060;CE-243;URB-164;Avenida Júlio Pinheiro Bastos;OSM-tertiary;BR-222
OAE390,30082.0,encontrada,92.4782,7,BR-222;CE-176;CE-362;Avenida Tabelião Joaquim José Rodrigues;Rua Raimundo Nonato de Loiola,encontrada,92.4782,7,BR-222;CE-176;CE-362;Avenida Tabelião Joaquim José Rodrigues;Rua Raimundo Nonato de Loiola
OAE391,30083.0,encontrada,5.2852,4,BR-222;CE-176;OSM-tertiary,encontrada,5.2852,4,BR-222;CE-176;OSM-tertiary
OAE392,30084.0,encontrada,103.0271,15,BR-222;CE-173;CE-240;OSM-primary;Rua Dezinho Teixeira;OSM-tertiary;Rua Luiz Matias;Avenida Lindolfo Braga;CE-176;Rodovia Doutor José Euclides Ferreira Gomes Júnior;OSM-trunk_link,encontrada,163.5918,36,BR-222;Avenida Paulo Bastos;OSM-trunk_link;CE-243;Rua Major Joaquim Alexandre;Rua Major João Ribeiro;Rua Manoel Luiz da Rocha;Rua Fausto Pinheiro;CE-243;URB-060;URB-178;URB-070;CE-333;CE-168;BR-402;CE-354;Rua Dom Aureliano Matos;Avenida Anastácio Braga;BR-402;CE-240;CE-240;OSM-primary;Rua Dezinho Teixeira;OSM-tertiary;Rua Luiz Matias;Avenida Lindolfo Braga;CE-176;Rodovia Doutor José Euclides Ferreira Gomes Júnior
OAE393,30085.0,encontrada,102.9923,15,BR-222;OSM-trunk_link;CE-176;Rodovia Doutor José Euclides Ferreira Gomes Júnior;Avenida Lindolfo Braga;Rua Luiz Matias;CE-240;OSM-tertiary;Rua Dezinho Teixeira;OSM-primary;CE-173,encontrada,163.557,36,BR-222;OSM-trunk_link;CE-176;Rodovia Doutor José Euclides Ferreira Gomes Júnior;Avenida Lindolfo Braga;Rua Luiz Matias;CE-240;OSM-tertiary;Rua Dezinho Teixeira;OSM-primary;BR-402;CE-240;BR-402;CE-354;Avenida Anastácio Braga;Rua Dom Aureliano Matos;CE-168;CE-333;URB-178;URB-070;CE-243;URB-060;CE-243;Rua Fausto Pinheiro;Rua Manoel Luiz da Rocha;Rua Major João Ribeiro;Rua Major Joaquim Alexandre;Avenida Paulo Bastos
